-1500 -0.126004 0.0269339 0.360751
-1499 -0.00447048 0.217758 -0.225813
-1498 -0.627773 -0.144335 0.0236674
-1497 0.0342106 -0.0385532 -0.228171
-1496 -0.273037 -0.0244277 0.194882
-1495 -0.24294 -0.212727 0.0256646
-1494 -0.260066 -0.273067 0.140666
-1493 -0.191428 -0.18533 -0.172534
-1492 -0.22556 -0.131487 0.0121213
-1491 -0.248978 -0.186902 0.289622
-1490 -0.129383 -0.22019 -0.0410254
-1489 -0.585327 -0.0586766 -0.0275848
-1488 -0.109835 -0.0332418 0.289499
-1487 -0.130497 0.0623091 0.32885
-1486 -0.185339 -0.294176 0.382584
-1485 -0.206385 0.188828 0.245442
-1484 -0.0873631 -0.205541 0.222055
-1483 -0.0534613 -0.136985 0.13562
-1482 0.122893 -0.0906217 0.253026
-1481 0.0311552 0.0649149 -0.325629
-1480 -0.00582372 0.00636222 -0.0184472
-1479 -0.0535766 -0.311178 0.349081
-1478 0.150743 0.296568 0.150973
-1477 -0.03859 0.2818 -0.14595
-1476 0.245297 -0.115799 0.00911444
-1475 0.400421 0.149878 0.697639
-1474 0.471252 0.445375 0.16514
-1473 -0.0899552 0.181608 0.122174
-1472 -0.341252 0.0118858 -0.403837
-1471 -0.065056 0.0580178 -0.139593
-1470 0.178091 0.0837979 -0.316249
-1469 -0.0429298 0.172021 0.241331
-1468 0.525322 0.198287 0.0382389
-1467 0.408049 0.290505 -0.100514
-1466 0.24641 0.576098 0.415712
-1465 0.0796552 0.0160896 -0.27729
-1464 -0.124945 0.0769215 0.269662
-1463 -0.11584 -0.0713552 -0.0589752
-1462 0.183179 0.58694 0.0385916
-1461 0.216636 -0.0454158 0.31428
-1460 0.0638876 0.455776 0.0532661
-1459 -0.0705902 0.107307 -0.0906608
-1458 0.303251 0.286842 0.141815
-1457 0.0337845 0.111272 -0.136328
-1456 -0.00393733 0.122651 0.0374328
-1455 0.00152495 0.0414228 -0.0863137
-1454 0.0894038 0.0196695 0.580307
-1453 -0.0631191 -0.233301 0.374985
-1452 0.359405 -0.056495 0.0115204
-1451 0.00842882 -0.625686 -0.161679
-1450 0.0265088 -0.165178 0.00504305
-1449 0.040087 -0.0286316 -0.103834
-1448 -0.00861024 -0.205901 0.0303871
-1447 0.261814 -0.449026 0.216604
-1446 -0.237484 -0.0533566 0.0804632
-1445 0.0186554 -0.0269924 -0.0368188
-1444 -0.0140442 0.0381368 -0.0880831
-1443 -0.203009 -0.411157 0.181343
-1442 -0.144471 -0.321521 0.235873
-1441 -0.422754 0.122481 -0.0127393
-1440 -0.0193544 0.356972 0.257975
-1439 -0.153556 -0.167001 -0.314418
-1438 -0.275417 -0.0533312 -0.200253
-1437 0.122215 -0.0527038 -0.132825
-1436 -0.289808 0.120898 0.383218
-1435 0.0355049 -0.0201887 0.0453669
-1434 -0.183409 -0.00409779 -0.00178477
-1433 -0.0407798 0.108594 -0.0345177
-1432 -0.243112 -0.178747 0.132028
-1431 -0.0169926 -0.204121 -0.131241
-1430 -0.301756 0.301254 0.277448
-1429 0.000406556 0.370274 -0.108745
-1428 -0.0225988 0.339523 0.183495
-1427 -0.206602 0.236202 0.229887
-1426 -0.441838 0.511254 -0.26026
-1425 -0.390284 0.129919 -0.352054
-1424 -0.155834 -0.335771 0.0922473
-1423 -0.170034 0.218754 -0.000829341
-1422 -0.084702 0.00895084 -0.0125828
-1421 0.0163709 0.148135 0.0969223
-1420 -0.226787 0.0946552 0.240559
-1419 -0.619973 -0.17258 -0.337721
-1418 0.14313 -0.0753843 -0.0903022
-1417 -0.190314 0.557821 -0.411096
-1416 0.0327767 -0.087411 0.164542
-1415 0.307949 -0.279497 -0.203303
-1414 0.215668 -0.0844698 -0.272398
-1413 0.217085 -0.16076 -0.104664
-1412 -0.0528517 -0.148438 0.0392625
-1411 0.0589645 -0.236572 -0.13068
-1410 0.314085 -0.372059 0.0684115
-1409 0.0468711 0.0837803 -0.0554673
-1408 0.0405698 -0.332349 0.118374
-1407 -0.0562048 -0.0678891 0.123314
-1406 -0.0959818 0.212388 0.0862922
-1405 0.309748 -0.0646483 0.0410765
-1404 0.34314 0.159896 0.105928
-1403 0.0950158 -0.13946 -0.0885322
-1402 0.291403 -0.237945 0.202053
-1401 0.0088968 -0.332316 -0.159162
-1400 0.151499 0.05984 -0.00260316
-1399 -0.154767 0.0510654 0.0156668
-1398 0.200208 0.169689 0.288337
-1397 0.0432878 -0.316458 -0.115862
-1396 0.365444 0.0176559 0.0357852
-1395 -0.00933462 0.253368 0.552164
-1394 0.19046 0.187515 -0.0830986
-1393 -0.378229 0.27588 -0.208868
-1392 -0.0525596 -0.164203 0.0778086
-1391 -0.0441658 0.232723 -0.0241434
-1390 -0.152646 0.0149157 -0.0817035
-1389 0.200925 0.232209 -0.196398
-1388 0.213269 0.142743 -0.000489069
-1387 0.138912 0.467792 -0.325658
-1386 0.110166 0.166624 -0.459373
-1385 -0.108686 0.219399 -0.213213
-1384 0.0957665 0.21051 -0.106124
-1383 0.526068 0.299026 -0.146805
-1382 -0.170626 -0.101626 0.235756
-1381 0.492 0.108316 0.246769
-1380 0.139642 0.389339 0.313082
-1379 -0.031621 0.228451 0.0359763
-1378 -0.0542742 0.334534 0.0276282
-1377 0.047485 -0.0738563 0.278141
-1376 -0.0578046 0.0621426 0.148524
-1375 -0.332298 0.201836 -0.140905
-1374 -0.0702413 0.132127 -0.165399
-1373 -0.152587 -0.247061 0.0099733
-1372 -0.0311595 -0.0491563 0.316059
-1371 -0.0392103 -0.117893 0.127845
-1370 0.0113383 0.215634 -0.482395
-1369 0.11356 -0.206657 0.412083
-1368 -0.227268 0.00107509 -0.468273
-1367 -0.599237 -0.105455 -0.201059
-1366 0.0210889 -0.144494 -0.0386985
-1365 -0.477814 -0.522926 -0.0636488
-1364 -0.201038 -0.101547 0.00980201
-1363 -0.217838 -0.141932 0.218706
-1362 0.0145704 0.131714 -0.143485
-1361 0.149073 -0.158122 -0.0115375
-1360 -0.354501 -0.130693 0.179092
-1359 -0.18871 -0.158801 0.100121
-1358 -0.246434 0.0106766 0.0255174
-1357 -0.0129765 0.0585787 0.248967
-1356 -0.0516108 0.00878008 0.00266748
-1355 0.0968052 0.0601541 -0.171194
